LICENSE NUMBER,STATUS,LICENSE TYPE, ORIG. ISS. DATE, EXPIR DATE, PRIMARY OWNER, PREMISES ADDR, PREMISES CSZ,BUSNESS NAME, MAILING ADDRESS, MAILING CSZ, CENSUS TRACT, GEO CODE
489628,ACTIVE,48,1/6/11,3/31/17,TWO NICKELS INC,582 HAIGHT ST,"SAN FRANCISCO, CA  94117-3407",MOLOTOVS,,,168.01,3800
507195,ACTIVE,48,4/27/11,3/31/17,"GASHEAD PRODUCTIONS, INC",1811 HAIGHT ST,"SAN FRANCISCO, CA  94117-2711",MURIOS,,,166,3800
509516,ACTIVE,41,5/16/11,4/30/17,"ELTAWIL, YAMEN MOHAMMAD",700 HAIGHT ST,"SAN FRANCISCO, CA  94117-3317",PALMYRA,,,167,3800
511310,ACTIVE,48,12/16/11,11/30/17,ST. ANDREWS PARK INC,424 HAIGHT ST,"SAN FRANCISCO, CA  94117-3506",,,,168.01,3800
512365,ACTIVE,41,12/9/11,11/30/17,BURGER URGE LLC,1599 HAIGHT ST,"SAN FRANCISCO, CA  94117-2912",BURGER URGE,PO BOX 626,"BURLINGAME, CA  94011",166,3800
515977,ACTIVE,47,2/9/12,1/31/17,JUNIPER GROUP LLC,598 HAIGHT ST,"SAN FRANCISCO, CA  94117-3407",MAVEN,,,168.01,3800
516150,ACTIVE,41,12/19/11,9/30/17,NARTCHAI,1705 HAIGHT ST,"SAN FRANCISCO, CA  94117-2807",SIAM LOTUS THAI CUISINE,,,166,3800
521748,ACTIVE,47,12/17/15,5/31/17,REPRISE LLC,1725 HAIGHT ST,"SAN FRANCISCO, CA  94117-2807",ALEMBIC THE,1398 HAIGHT ST,"SAN FRANCISCO, CA  94117-2909",166,3800
522497,ACTIVE,41,8/22/12,7/31/17,DRAGORSE INC.,500 HAIGHT ST,"SAN FRANCISCO, CA  94117-3407",WONDERLAND RESTAURANT,,,168.01,3800
526299,ACTIVE,48,3/7/13,2/28/17,HAIGHT STREET PARTNERS LLC,1568 HAIGHT ST,"SAN FRANCISCO, CA  94117-2913",HQ BAR AND RESTAURANT,,,166,3800
529484,ACTIVE,41,6/27/13,5/31/17,"PRIEUR, WILLIAM VICTOR",1640 HAIGHT ST,"SAN FRANCISCO, CA  94117-2816",1640 HAIGHT SPARROW BAR AND KITCHEN,,,166,3800
539172,ACTIVE,41,1/22/14,12/31/17,"KHADER, HASAN MOHAMMAD",471 HAIGHT ST,"SAN FRANCISCO, CA  94117-3505",KATES KITCHEN,,,168.01,3800
541134,ACTIVE,75,6/12/15,5/31/17,BLACK SANDS SUPPLY LLC,701 HAIGHT ST,"SAN FRANCISCO, CA  94117-3316",BLACK SANDS,,,167,3800
541630,ACTIVE,41,4/9/14,3/31/17,S V SUCCESS INC.,494 HAIGHT ST,"SAN FRANCISCO, CA  94117-3506",HOUSE OF THAI 2,,,168.01,3800
543179,ACTIVE,41,4/25/14,6/30/17,"BIG PIG PRODUCTIONS, INC.",576 HAIGHT ST,"SAN FRANCISCO, CA  94117-3407",MEMPHIS MINNIES BAR-B-QUE JOINT,,,168.01,3800
544705,ACTIVE,41,7/21/14,6/30/17,SUNHEE NARA CORPORATION,518 HAIGHT ST,"SAN FRANCISCO, CA  94117-3407",,1515 POLK ST,"SAN FRANCISCO, CA  94109-3606",168.01,3800
548384,ACTIVE,41,1/26/15,12/31/17,"WING WINGS RESTAURANT LOWER HAIGHT, LLC",422 HAIGHT ST,"SAN FRANCISCO, CA  94117-3506",WING WINGS,,,168.01,3800
552991,ACTIVE,41,3/10/15,2/28/17,"509 HAIGHT, INC.",509-523 HAIGHT ST,"SAN FRANCISCO, CA  94117",STONE BOWL,650 EUCALYPTUS DR,"SAN FRANCISCO, CA  94132-1549",168.01,3800
555008,ACTIVE,48,5/1/15,4/30/17,"PINE & DIVIS, LLC",1601 HAIGHT ST,"SAN FRANCISCO, CA  94117-2815",HOBSON'S CHOICE,,,166,3800
556599,ACTIVE,41,7/24/15,6/30/17,"PARADAQUINTEROS, IRENE MARLI",488 HAIGHT ST,"SAN FRANCISCO, CA  94117-3506",EMANUEL COFFEE,,,168.01,3800
558261,ACTIVE,41,4/7/16,3/31/17,VEGANBURG CALIFORNIA LLC,1466 HAIGHT ST,"SAN FRANCISCO, CA  94117-2911",VEGANBURG,"3155 FRONTERA WAY, STE. 224","BURLINGAME, CA  94010",166,3800
559171,ACTIVE,41,9/16/15,8/31/17,JASF THAI INC.,1418 HAIGHT ST,"SAN FRANCISCO, CA  94117-2911",,"741 BALBOA ST, # 3","SAN FRANCISCO, CA  94118-3734",166,3800
561050,ACTIVE,41,12/18/15,11/30/17,THAI EATERY LLC,1793 HAIGHT ST,"SAN FRANCISCO, CA  94117-2807",GINZA JAPANESE RESTAURANT,"535 GEARY ST, APT 506","SAN FRANCISCO, CA  94117",166,3800
561099,ACTIVE,41,11/16/15,10/31/17,"HO, MICHAEL KJ",525 HAIGHT ST,"SAN FRANCISCO, CA  94117-3445",PERILLA,,,168.01,3800
563240,ACTIVE,41,1/6/16,12/31/17,FOOD PRINTS INC,1654 HAIGHT ST,"SAN FRANCISCO, CA  94117-2816",EL RANCHO GRANDE AT HAIGHT,2401 OLYMPIC DR,"SOUTH SAN FRANCISCO, CA  94080-5341",166,3800
567548,ACTIVE,41,8/9/16,7/31/17,FORKLIFT LLC,400 HAIGHT ST,"SAN FRANCISCO, CA  94117-3506",LODGE ON HAIGHT THE,,,168.01,3800
567876,ACTIVE,48,7/6/16,6/30/17,"PANKOW, CHRISTOPHER  MARK",1509-11 HAIGHT ST,"SAN FRANCISCO, CA  94117",CLUB DELUXE,459 BOULEVARD WAY,"PIEDMONT, CA  94610-1526",166,3800
568165,ACTIVE,41,6/8/16,5/31/17,MORNING SUN RISE INC.,531 HAIGHT ST,"SAN FRANCISCO, CA  94117-3406",HOT ZUSHI,,,168.01,3800
571107,ACTIVE,41,9/16/16,8/31/17,"WONG, YIU KWAN",1419 HAIGHT ST,"SAN FRANCISCO, CA  94117-2910",PEOPLES CAFE,,,166,3800
571209,ACTIVE,41,8/15/16,7/31/17,"KHADKA, AJAY RAJ",1668 HAIGHT ST,"SAN FRANCISCO, CA  94117-2816",OM INDIAN CUISINE,,,166,3800
68578,ACTIVE,51,1/1/94,8/31/17,UNITY MUTUAL BENEFIT ASSOCIATION,552 HAIGHT ST,"SAN FRANCISCO, CA  94117",UNITY MUTUAL BENEFIT ASSOCIATION,548 HAIGHT ST,"SAN FRANCISCO, CA  94117",168.01,3800
483577,ACTIVE,47,1/13/10,12/31/16,CABLE CAR PUB LLC,1 HALLIDIE PLZ,"SAN FRANCISCO, CA  94102-2818",CABLE CAR CITY PUB & CAFE,"1 HALLIDIE PLAZA, SUITE 701","SAN FRANCISCO, CA  94102",125.01,3800
546434,ACTIVE,41,1/28/15,12/31/17,"LAI, BILLY TING FEI",1 HANGAH ST,"SAN FRANCISCO, CA  94108-2115",HANG AH TEA ROOM,,,118,3800
558683,ACTIVE,41,10/12/15,9/30/17,HOMAGE LLC,88 HARDIE PL,"SAN FRANCISCO, CA  94108-4501",HOMAGE,,,117,3800
504284,ACTIVE,47,8/25/11,7/31/17,TOURNAMENT PLAYERS CLUB OF CALIFORNIA INC,99 HARDING RD,"SAN FRANCISCO, CA  94132-1021",TPC HARDING PARK,100 PGA TOUR BLVD,"PONTE VEDRA BEACH, FL  32082",604,3800
476558,ACTIVE,47,4/29/09,3/31/17,"CHIN, TAE IN",312 HARRIET ST,"SAN FRANCISCO, CA  94103-4716",TEDS SPORTS BAR & GRILL,,,180,3800
432897,ACTIVE,41,11/20/06,10/31/17,SUE MILLS INC,1830 HARRISON ST,"SAN FRANCISCO, CA  94103-4228",SUE MILLS INC,,,177,3800
482442,ACTIVE,48,11/10/09,10/31/17,17 REASONS LLC,1354 HARRISON ST,"SAN FRANCISCO, CA  94103-4310",LONE STAR SALOON,,,178.02,3800
322597,ACTIVE,48,9/27/96,2/28/17,MIRROR CORPORATION,525 HARRISON ST,"SAN FRANCISCO, CA  94105",FACTORY 525,,,615,3800
184437,ACTIVE,47,4/29/86,7/31/17,SAN FRANCISCO CITY LIMITS L-PSHIP,715 HARRISON ST,"SAN FRANCISCO, CA  94107",CITY NIGHTS,,,180,3800
309520,ACTIVE,42,8/10/95,1/31/17,WINE CLUB THE,953 HARRISON ST,"SAN FRANCISCO, CA  94107-1035",WINE CLUB THE,,,180,3800
412931,SUREND,47,7/29/04,6/30/17,KY ENTERPRISES LLC,750 HARRISON ST,"SAN FRANCISCO, CA  94107",SAGA NIGHT CLUB,22025 BARNHILL LN,"CASTRO VALLEY, CA  94552",178.01,3800
465362,ACTIVE,41,9/24/08,8/31/17,EPICENTER CAFE LLC,764 HARRISON ST,"SAN FRANCISCO, CA  94107-1235",EPICENTER CAFE,,,178.01,3800
547619,ACTIVE,41,11/10/14,10/31/17,"KIMIYAIE, MICHAEL MORTEZA",937 HARRISON ST,"SAN FRANCISCO, CA  94107-1034",ANAR RESTAURANT PERSIAN CUISINE,6 LANYARD CV,"CORTE MADERA, CA  94925-1942",180,3800
547841,ACTIVE,86,10/26/15,2/28/17,BBCK ENTERPRISES INC,855 HARRISON ST,"SAN FRANCISCO, CA  94107-1124",K & L WINE MERCHANTS,3005 EL CAMINO REAL,"REDWOOD CITY, CA  94061-4004",180,3800
547841,ACTIVE,42,10/26/15,2/28/17,BBCK ENTERPRISES INC,855 HARRISON ST,"SAN FRANCISCO, CA  94107-1124",K & L WINE MERCHANTS,3005 EL CAMINO REAL,"REDWOOD CITY, CA  94061-4004",180,3800
501271,ACTIVE,41,6/14/12,3/31/17,FLOUR & WATER LLC,2401 HARRISON ST,"SAN FRANCISCO, CA  94110-2710",,,,228.01,3800
543371,SUREND,41,3/28/14,10/31/17,SANTANA ESG INC,2598 HARRISON ST,"SAN FRANCISCO, CA  94110-2720",MIS ANTOJITOS,180 NYLA AVE,"SOUTH SAN FRANCISCO, CA  94080",228.03,3800
556697,ACTIVE,41,11/6/15,10/31/17,GUS'S COMMUNITY MARKET LLC,2111 HARRISON ST,"SAN FRANCISCO, CA  94110-1321",GUS'S COMMUNITY MARKET,1530 HAIGHT ST,"SAN FRANCISCO, CA  94117-2913",228.01,3800
565027,ACTIVE,41,6/15/16,5/31/17,"MINS GROUP, INC.",2598 HARRISON ST,"SAN FRANCISCO, CA  94110-2720",SUSHI HON,,,228.03,3800
567407,ACTIVE,41,5/13/16,4/30/17,"KUNIHA, LLC",2400 HARRISON ST,"SAN FRANCISCO, CA  94110-2711",,,,228.01,3800
544752,ACTIVE,41,9/26/14,8/31/17,"GUCKENHEIMER SERVICES, LLC","2 HARRISON ST, 6TH FLOOR","SAN FRANCISCO, CA  94105-1672",GUCKENHEIMER AT WHARTON,"1850 GATEWAY DR, STE 500","SAN MATEO, CA  94404",615,3800
488576,ACTIVE,41,7/7/10,6/30/17,BENU LLC,22 HAWTHORNE ST,"SAN FRANCISCO, CA  94105-3902",BENU RESTAURANT,,,615,3800
112502,ACTIVE,47,9/5/86,2/28/17,HAYES STREET GRILL,324 HAYES ST,"SAN FRANCISCO, CA  94102",HAYES STREET GRILL,320 HAYES ST,"SAN FRANCISCO, CA  94102",162,3800
317189,ACTIVE,41,3/22/96,2/28/17,CAFFE DELLE STELLE INC,395 HAYES ST,"SAN FRANCISCO, CA  94102",CAFE DELLE STELLE,,,162,3800
342840,ACTIVE,47,9/10/98,8/31/17,ABSINTHE GROUP INC THE,394-98 HAYES ST,"SAN FRANCISCO, CA  94102",ABSINTHE BRASSERIE & BAR,450 GOUGH ST 2ND FL,"SAN FRANCISCO, CA  94102-4425",162,3800
357783,ACTIVE,41,3/8/00,2/28/17,ABSINTHE GROUP INC THE,384 HAYES ST,"SAN FRANCISCO, CA  94102",ARLEQUIN WINE MERCHANT & FOOD TO GO,450 GOUGH ST 2ND FL,"SAN FRANCISCO, CA  94102-4425",162,3800
418003,ACTIVE,41,11/2/05,10/31/17,LAYERS LLC,511 HAYES ST,"SAN FRANCISCO, CA  94102-4213",PATXIS CHICAGO PIZZA,"30 LIBERTY SHIP WAY, STE 3110","SAUSALITO, CA  94965",162,3800
426900,ACTIVE,48,10/11/05,9/30/17,"BASS, DAVID MILTON",377 HAYES ST,"SAN FRANCISCO, CA  94102",SUGAR LOUNGE,,,162,3800
502205,ACTIVE,41,1/14/11,12/31/17,GCT INC,301 HAYES ST,"SAN FRANCISCO, CA  94102",GROVE HAYES THE,690 MISSION ST,"SAN FRANCISCO, CA  94105-4014",162,3800
506344,ACTIVE,41,10/21/11,9/30/17,"SILARGORN, NARUPON",307 HAYES ST,"SAN FRANCISCO, CA  94102-4420",LERS ROS,,,162,3800
511528,ACTIVE,42,8/29/12,7/31/17,NEW PIGALLE LLC THE,520 HAYES ST,"SAN FRANCISCO, CA  94102-4214",NEW PIGALLE THE,11 DUBOCE AVE,"SAN FRANCISCO, CA  94103-1228",162,3800
512968,ACTIVE,47,12/22/11,11/30/17,DIAZ-ELLIOTT LLC,579 HAYES ST,"SAN FRANCISCO, CA  94102-4213",TWO SISTERS BAR & BOOKS,,,162,3800
529076,ACTIVE,48,4/9/13,3/31/17,BURGERS 355 LLC,488 HAYES ST,"SAN FRANCISCO, CA  94102-4309",BRASS TACKS,355 PIERCE ST,"SAN FRANCISCO, CA  94117-2410",162,3800
539013,ACTIVE,41,4/10/14,3/31/17,SOUVLA LLC,517 HAYES ST,"SAN FRANCISCO, CA  94102-4213",SOUVLA,,,162,3800
540916,ACTIVE,75,8/6/14,7/31/17,"CASSANEGO ENTERPRISES, LLC",581 HAYES ST,"SAN FRANCISCO, CA  94102-4213",NOIR LOUNGE,5533 GREY FEATHER CT,"WESTLAKE VILLAGE, CA  91362-5419",162,3800
541440,ACTIVE,41,8/12/14,7/31/17,"425-A HAYES, LLC",425-A HAYES ST,"SAN FRANCISCO, CA  94102-4380",PAPITO WEST,,,162,3800
551767,ACTIVE,41,4/13/15,12/31/16,BETTYS BOYS INC,501 HAYES ST,"SAN FRANCISCO, CA  94102-4213",STACKS,,,162,3800
556853,ACTIVE,41,6/26/15,5/31/17,609HAYES CDG LLC,609 HAYES ST,"SAN FRANCISCO, CA  94102-4129",PETIT CRENN,607 HAYES ST,"SAN FRANCISCO, CA  94102-4129",163,3800
563774,ACTIVE,41,4/19/16,3/31/17,NOUVEAU BAKERY LLC,500 HAYES ST,"SAN FRANCISCO, CA  94102-4214",LA BOULANGERIE DE SAN FRANCISCO,836 MONTGOMERY ST,"SAN FRANCISCO, CA  94133-5111",162,3800
564608,SUREND,41,3/17/16,2/28/17,BURGERS 355 LLC,482 HAYES ST,"SAN FRANCISCO, CA  94102-4309",FLIPPERS,488 HAYES ST,"SAN FRANCISCO, CA  94102-4309",162,3800
478955,ACTIVE,41,7/14/09,6/30/17,"MA, TEDDY YIUYAN",2095 HAYES ST,"SAN FRANCISCO, CA  94117-1127",SACRED GROUNDS CAFE THE,,,165,3800
569053,ACTIVE,41,10/24/16,9/30/17,MANITAS CAF_& DELI LLC,2078 HAYES ST,"SAN FRANCISCO, CA  94117-1128",MANITAS CAFE & DELI,"44 VISITACION AVE, STE 102","BRISBANE, CA  94005-1575",165,3800
543973,ACTIVE,42,9/9/14,8/31/17,"MAIONCHI, EMIL JOSEPH JR","2 HENRY ADAMS ST, STE M74","SAN FRANCISCO, CA  94103-5035",WINE MERCHANT OF SHOWPLACE SQUARE THE,,,607,3800
512381,ACTIVE,41,9/23/11,8/31/17,"LU, ZHI HAO",850 HOLLOWAY AVE,"SAN FRANCISCO, CA  94112-2228",YAMA SUSHI RESTAURANT,,,312.01,3800
468754,ACTIVE,41,8/12/08,7/31/17,JWEINAT ENTERPRISES INC,"1650 HOLLOWAY AVE, C 134","SAN FRANCISCO, CA  94132",PUB AT SFSU THE,,,332.01,3800
252989,ACTIVE,51,10/23/90,9/30/17,CIRCOLO LATAVERNA,27 HOTALING PL,"SAN FRANCISCO, CA  94111",VILLA TAVERNA,,,611,3800
384040,ACTIVE,47,4/17/02,7/31/17,BUCA RESTAURANTS 2 INC,855 HOWARD ST,"SAN FRANCISCO, CA  94103-3009",BUCA DI BEPPO,"4700 MILLENIA BLVD, STE 400","ATTN: BUSINESS LICENSING, ORLANDO, FL  32839-6020",178.01,3800
390436,ACTIVE,47,1/23/03,12/31/17,SODEXO MANAGEMENT INC,851 HOWARD ST,"SAN FRANCISCO, CA  94103",PACIFIC ENERGY CENTER,"9801 WASHINGTON BLVD 12TH FL, LEGAL DEPT ATTN DEBORAH ROWLES","GAITHERSBURG, MD  20878-5355",178.01,3800
406175,ACTIVE,47,7/16/04,6/30/17,SMG FOOD AND BEVERAGE LLC,800 HOWARD ST,"SAN FRANCISCO, CA  94103",MOSCONE WEST,800 HOWARD ST,"SAN FRANCISCO, CA  94103",176.01,3800
423212,ACTIVE,47,8/5/05,7/31/17,SMG FOOD AND BEVERAGE LLC,747 HOWARD ST,"SAN FRANCISCO, CA  94103",MOSCONE CENTER,800 HOWARD ST,"SAN FRANCISCO, CA  94103",178.01,3800
439988,ACTIVE,47,10/19/06,9/30/17,BOXED FOODS COMPANY LLC,720 HOWARD ST,"SAN FRANCISCO, CA  94103",B RESTAURANT AND BAR,,,615,3800
456175,ACTIVE,47,12/27/07,11/30/17,CDC SAN FRANCISCO LLC,888 HOWARD ST,"SAN FRANCISCO, CA  94103-3011",INTERCONTINENTAL SAN FRANCISCO,"3 RAVINIA DR, STE 100","ATLANTA, GA  30346",176.01,3800
485398,ACTIVE,41,5/11/10,4/30/17,"DANG, HUNG QUOC DUY",937 HOWARD ST,"SAN FRANCISCO, CA  94103-4108",TIN VIETNAMESE CUISINE,,,178.02,3800
517333,ACTIVE,47,8/7/12,7/31/17,"W-3 C GROUP, INCORPORATED",839 HOWARD ST,"SAN FRANCISCO, CA  94103-3009",ELAN PRIME TIME,,,178.01,3800
529820,ACTIVE,41,4/26/13,3/31/17,HOWARD ST. LLC,1601 HOWARD ST,"SAN FRANCISCO, CA  94103-2526",1601 BAR & KITCHEN,,,177,3800
540261,ACTIVE,41,6/11/14,5/31/17,"SAMOVAR TEA LOUNGE YERBA BUENA, LLC",730 HOWARD ST,"SAN FRANCISCO, CA  94103-3119",SAMOVAR TEA LOUNGE,,,615,3800
542361,ACTIVE,41,7/16/14,6/30/17,"BIG CHEF BRANDS, INC.",1550 HOWARD ST,"SAN FRANCISCO, CA  94103-2528",BIG CHEF TOM'S BELLY BURGERS,"104 POPIAR AVE, #1","WAYNE, PA  19087",177,3800
545056,ACTIVE,41,7/2/14,7/31/17,GASLAMP SF INC.,1599 HOWARD ST,"SAN FRANCISCO, CA  94103-2524",GAS LAMP,605 DORADO TERRACE,"SAN FRANCISCO, CA  94112",177,3800
559988,ACTIVE,41,2/12/16,1/31/17,DIMENSION HILL FOODS INC.,1164 HOWARD ST,"SAN FRANCISCO, CA  94103-3914",VIVE LA TARTE,,,176.01,3800
562874,ACTIVE,41,1/20/16,12/31/16,"DIDOMAX, INC.",1309 HOWARD ST,"SAN FRANCISCO, CA  94103-2612",CHANTAL GUILLON,,,178.02,3800
361061,ACTIVE,47,2/7/00,1/31/17,THIRSTY BEAR BREWING COMPANY LLC,661 HOWARD ST,"SAN FRANCISCO, CA  94105",THIRSTY BEAR BREWING CO,,,615,3800
392668,ACTIVE,47,4/8/04,3/31/17,PRIVE BAR LOUNGE INC,651 HOWARD ST,"SAN FRANCISCO, CA  94105",ROE RESTAURANT,312 JAMIE CT,"SAN RAMON, CA  94583",615,3800
403901,ACTIVE,47,10/30/03,9/30/17,RRW LLC,342 HOWARD ST,"SAN FRANCISCO, CA  94105",TOWN HALL,,,615,3800
406226,ACTIVE,47,1/6/04,12/31/17,GOLD CLUB SF LLC,650 HOWARD ST,"SAN FRANCISCO, CA  94105",GOLD CLUB,PO BOX 2602,"SEATTLE, WA  98111",615,3800
434379,ACTIVE,47,2/1/06,1/31/17,KATE OBRIENS INC,577 HOWARD ST,"SAN FRANCISCO, CA  94105",KATE OBRIENS,"268 BUSH ST, # 4450","SAN FRANCISCO, CA  94104",615,3800
434827,ACTIVE,47,7/19/06,6/30/17,ZEN COMPOUND LLC,540 HOWARD ST,"SAN FRANCISCO, CA  94105",PRANA TEMPLE,,,615,3800
460028,ACTIVE,47,9/30/08,8/31/17,FANG LLC,660 HOWARD ST,"SAN FRANCISCO, CA  94105-3916",FANG,"1201 CALIFORNIA ST, #902","SAN FRANCISCO, CA  94109",615,3800
474393,ACTIVE,48,4/24/09,3/31/17,LBCO L-PSHIP,575 HOWARD ST,"SAN FRANCISCO, CA  94105-3001",EVE,,,615,3800
529714,ACTIVE,41,8/29/13,7/31/17,FISH SIX RESTAURANT CORP,557 HOWARD ST,"SAN FRANCISCO, CA  94105-3010",MELT THE,58 TEHAMA ST,"SAN FRANCISCO, CA  94105-3110",615,3800
546118,ACTIVE,41,12/18/14,11/30/17,RED DOOR COFFEE LLC,505 HOWARD ST,"SAN FRANCISCO, CA  94105-3001",RED DOOR COFFEE,"505 HOWARD ST, STE 125","SAN FRANCISCO, CA  94105",615,3800
571335,ACTIVE,41,10/19/16,9/30/17,CHIPOTLE MEXICAN GRILL INC,400 HOWARD ST,"SAN FRANCISCO, CA  94105",CHIPOTLE MEXICAN GRILL STORE #2828,"1401 WYNKOOP ST, STE 500 ATTN LICENSING","DENVER, CO  80202-1729",615,3800
530334,ACTIVE,42,6/23/14,5/31/17,"SAN FRANCISCO CHAMPAGNE SOCIETY, LLC","1097 HOWARD ST, #101","SAN FRANCISCO, CA  94103-2881",SAN FRANCISCO CHAMPAGNE SOCIETY,,,178.02,3800
528359,ACTIVE,42,6/19/13,5/31/17,"SHARCHEN GOLF, INC.","555 HOWARD ST, STE 102","SAN FRANCISCO, CA  94105-3014",EAGLE CLUB INDOOR GOLF,,,615,3800
568319,ACTIVE,42,7/22/16,6/30/17,ALES UNLIMITED LLC,222 HYDE ST,"SAN FRANCISCO, CA  94102-3324",ALES UNLIMITED BEER BASEMENT,2398 WEBSTER ST,"SAN FRANCISCO, CA  94115-1807",124.01,3800
277212,ACTIVE,41,12/10/92,2/28/17,"CAMPISANO, DAVID J",1919 HYDE ST,"SAN FRANCISCO, CA  94109",ZA PIZZA,,,109,3800
285127,ACTIVE,48,6/23/93,5/31/17,"KAJOUEE, HOSSEIN",1068 HYDE ST,"SAN FRANCISCO, CA  94109",HYDE OUT TAVERN,,,111,3800
302253,ACTIVE,41,11/23/94,10/31/17,ZARZUELA,2000 HYDE ST,"SAN FRANCISCO, CA  94109",ZARZUELA RESTAURANT,,,109,3800
350049,ACTIVE,41,2/9/99,1/31/17,GRANDEHOS INCORPORATED,2721 HYDE ST,"SAN FRANCISCO, CA  94109",GRANDEHOS KAMEKYO,,,102,3800
353731,ACTIVE,41,6/25/99,5/31/17,HYDE STREET SEAFOOD HOUSE INC,1509 HYDE ST,"SAN FRANCISCO, CA  94109",RAW BAR,,,110,3800
372947,ACTIVE,47,5/14/01,4/30/17,SFBVC LLC,2765 HYDE ST,"SAN FRANCISCO, CA  94109",BUENA VISTA CAFE,PO BOX 2880,"SAUSALITO, CA  94966-2880",102,3800
414780,ACTIVE,41,1/14/05,12/31/17,AYOR CORPORATION,1521 HYDE ST,"SAN FRANCISCO, CA  94109",COCOTTE,,,110,3800
437368,ACTIVE,41,5/8/06,4/30/17,MONACETTI LLC,1901 HYDE ST,"SAN FRANCISCO, CA  94109",FRASCATI,,,109,3800
454538,ACTIVE,41,12/10/07,11/30/17,BACCHUS LLC,1954 HYDE ST,"SAN FRANCISCO, CA  94109-2039",BACCHUS WINE BAR,,,109,3800
505973,ACTIVE,41,7/14/11,6/30/17,HAMBURG TRETAU INC,1500 HYDE ST,"SAN FRANCISCO, CA  94109-3114",NOOK,430 CHESTNUT STREET,"SAN FRANCISCO, CA  94133-2302",110,3800
515550,ACTIVE,41,11/18/11,12/31/16,FAR RESTAURANT GROUP INC,969 HYDE ST,"SAN FRANCISCO, CA  94109-4804",NOB HILL GRILL,,,111,3800
516369,ACTIVE,42,4/18/12,3/31/17,"EUPHORIA HOSPITALITY, INC.",835 HYDE ST,"SAN FRANCISCO, CA  94109-5927",EUPHORIA HOSPITALITY INC,,,120,3800
524153,ACTIVE,41,9/28/12,8/31/17,YELLOW PAVOT LLC,1916 HYDE ST,"SAN FRANCISCO, CA  94109",ELEPHANT SUSHI,,,109,3800
536351,ACTIVE,41,12/16/13,11/30/17,1896 LLC,1896 HYDE ST,"SAN FRANCISCO, CA  94109",,"1770 POST ST, # 188","SAN FRANCISCO, CA  94115-3606",109,3800
538131,ACTIVE,42,10/2/15,9/30/17,LIQUID GOLD LLC,1040 HYDE ST,"SAN FRANCISCO, CA  94109-4917",LIQUID GOLD,,,111,3800
540182,ACTIVE,41,4/16/14,3/31/17,"WU, CHAOHUA",1060 HYDE ST,"SAN FRANCISCO, CA  94109-4917",GOLDEN HORSE RESTAURANT,,,111,3800
542393,ACTIVE,41,9/11/14,8/31/17,UNION LARDER LLC,1945 HYDE ST,"SAN FRANCISCO, CA  94109-2040",UNION LARDER,312 UNION ST,"SAN FRANCISCO, CA  94133-3516",109,3800
543482,ACTIVE,41,6/23/14,5/31/17,ALISOL CORPORATION,1550-1556 HYDE ST,"SAN FRANCISCO, CA  94109-3114",SEVEN HILLS,,,110,3800
442654,ACTIVE,41,9/28/06,8/31/17,"ASKARNIA, REZA",835 HYDE ST UT B,"SAN FRANCISCO, CA  94109-5927",COLOMBINI BISTRO,,,120,3800
548245,ACTIVE,47,11/13/14,10/31/17,BON APPETIT MANAGEMENT CO,499 ILLINOIS ST,"SAN FRANCISCO, CA  94158-2509",STEM,"2400 YORKMONT RD, ATTN:  TAMMY CIPRIANO, MANAGER LIC & COMPLIANCE","CHARLOTTE, NC  28217",607,3800
569430,ACTIVE,41,11/14/16,10/31/17,BON APPETIT MANAGEMENT CO,409 ILLINOIS ST,"SAN FRANCISCO, CA  94158-2509",TAPROOT,"2400 YORKMONT RD, ATTN:  TAMMY CIPRIANO, MANAGER LIC & COMPLIANCE","CHARLOTTE, NC  28217",607,3800
546087,ACTIVE,41,8/18/14,7/31/17,"JEONG, EUN NYO",2101 INGALLS ST,"SAN FRANCISCO, CA  94124-3302",CITY LUNCH,1131 TURK ST,"SAN FRANCISCO, CA  94115",232,3800
521783,ACTIVE,42,12/27/12,11/30/17,PECTOPAH LLC,748 INNES AVE,"SAN FRANCISCO, CA  94124-2901",,,,231.03,3800
569592,ACTIVE,41,12/13/16,11/30/17,ANDALE MANAGEMENT GROUP INC,"SF INT'L AIRPORT INT'L TERMINAL, BOARDING AREA G ","3RD FLR, NORTH, SPACE I.3.058A-D, SAN FRANCISCO, CA  94128",24TH & MISSION TACO HOUSE,"1 AIRPORT DR, BOX 8","OAKLAND, CA  94621-1430",6043,4100
536630,ACTIVE,41,1/23/14,12/31/17,"URBAN TORTILLA, INC.","SF INT'L AIRPORT, DOM TERM 3, BOARD AREA E2.410","SAN FRANCISCO, CA  94128",URBAN TORTILLA INC,2169 HARBOR BAY PKWY,"ALAMEDA, CA  94502",6043,4100
467376,ACTIVE,51,7/16/08,6/30/17,SINGAPORE AIRLINES LIMITED,"SF INT'L AIRPORT, INTERNATIONAL TERMINAL, BOARDING AREA G, ","LEVEL 3, ROOM 1.3.096, SAN FRANCISCO, CA  94128",SILVER KRIS LOUNGE,"PO BOX 251687, SF INTL AIRPORT","SAN FRANCISCO, CA  94125",6043,3800
